,Name
996, Birjand University of Technology
997," Birkbeck, University of London"
998, Birla Institute of Technology
999, Birla Institute of Technology and Science
1000, Birmingham City University
1001, Birmingham-Southern College
1002, Birsa Agricultural University
1003, Biruni Üniversitesi
1004, Birzeit University
1005, Bishkek Academy of Finance and Economics
1006, Bishkek Humanities University
1007, Bishop Grosseteste University
1008, Bishop Stuart University
1009, Bishop's University
1010, Bismarck State College
1011, Bitlis Eren Üniversitesi
1012, Biwako Seikei Sport College
1013, Biznesa augstskola Turiba
1014, Black Hills State University
1015, Black Sea National University
1016, Blackburn College
1017, Blagoveshchensk State Pedagogical University
1018, Blantyre International University
1019, BLDE University
1020, Blekinge Tekniska Högskola
1021, Blessing University of Excellence
1022, Blessing-Rieman College of Nursing and Health Sciences
1023, Bloomfield College
1024, Bloomsburg University of Pennsylvania
1025, Blue Mountain College
1026, BlueCrest College
1027, Bluefield College
1028, Bluefield State College
1029, Bluefields Indian and Caribbean University
1030, Bluffton University
1031, BML Munjal University
1032, Bob Jones University
1033, Bodoland University
1034, Bogaziçi Üniversitesi
1035, Bohai University
1036, Bohol Island State University
1037, Boise Bible College
1038, Boise State University
1039, Boitekanelo College
1040, Bolan University of Medical and Health Sciences
1041, Bolgatanga Polytechnic
1042, Bolu Abant Izzet Baysal Üniversitesi
1043, Bond University
1044, Bordeaux INP
1045, Boricua College
1046, Borno State University
1047, Borys Grinchenko Kyiv University
1048, Bost University
1049, Boston Architectural College
1050, Boston College
1051, Boston Graduate School of Psychoanalysis
1052, Boston University
1053, Botho University
1054, Botswana Accountancy College
1055, Botswana International University of Science and Technology
1056, Botswana University of Agriculture and Natural Resources
1057, Bournemouth University
1058, Bowdoin College
1059, Bowen University
1060, Bowie State University
1061, Bowling Green State University
1062, Bozhou University
1063, BPP University
1064, BRAC University
1065, Bradley University
1066, Brainware University
1067, Brand University of Applied Sciences
1068, Brandeis University
1069, Brandenburgische Technische Universität Cottbus-Senftenberg
1070, Brandman University
1071, Brandon University
1072, Bratislavská medzinárodná škola liberálnych štúdií
1073, Bratsk State University
1074, Brazosport College
1075, Breda University of Applied Sciences
1076, Brenau University
1077, Brescia University
1078, Brest Business School
1079, Brest State Technical University
1080, Brest State University
1081, Brevard College
1082, Brewton-Parker College
1083, Briar Cliff University
1084, Bridgewater College
1085, Bridgewater State University
1086, Brigham Young University
1087, Brigham Young University-Hawaii
1088, Brigham Young University-Idaho
1089, Bright Star University
1090, Britannia University
1091, British Columbia Institute of Technology
1092, British University in Yemen
1093, Brock University
1094, Brook Besor University
1095, Brooklyn College
1096, Brooklyn Law School
1097, Broward College
1098, Brown University
1099, Brunel University London
1100, Bryan College
1101, Bryan College of Health Sciences
1102, Bryansk State Agrarian University
1103, Bryansk State Technical University
1104, Bryansk State University
1105, Bryant and Stratton College
1106, Bryant University
1107, Bryn Athyn College
1108, Bryn Mawr College
1109, BSP Business School Berlin
1110, Bu-Ali Sina University
1111, Bucerius Law School
1112, Buckinghamshire New University
1113, Bucknell University
1114, Budapesti Corvinus Egyetem
1115, Budapesti Gazdasági Egyetem
1116, Budapesti Metropolitan Egyetem
1117, Budapesti Muszaki és Gazdaságtudományi Egyetem
1118, Buddhist and Pali University
1119, Buena Vista University
1120, Buffalo State College
1121, Bugema University
1122, Build Bright University
1123, Bujumbura International University
1124, Bukidnon State University
1125, Bukkyo University
1126, Bukovinian State Medical University
1127, Bulacan Agricultural State College
1128, Bulacan State University
1129, Bule Hora University
1130, Bülent Ecevit Üniversitesi
1131, Bundelkhand University
1132, Bunka Fashion Graduate University
1133, Bunka Gakuen University
1134, Bunkyo Gakuin University
1135, Bunkyo University
1136, Bunri University of Hospitality
1137, Bunsei University of Art
1138, Burapha University
1139, Burdur Mehmet Akif Ersoy Üniversitesi
1140, Burg Giebichenstein Kunsthochschule Halle
1141, Burgas Free University
1142, Buriram Rajabhat University
1143, Burman University
1144, Bursa Teknik Üniversitesi
1145, Buryat State Academy of Agriculture
1146, Buryat State University
1147, Busan National University of Education
1148, Busan Presbyterian University
1149, Busan University of Foreign Studies
1150, Busan Women's College
1151, Bushehr University of Medical Sciences
1152, Bushnell University
1153, Business and Technology University
1154, Busitema University
1155, Busoga University
1156, Butler University
1157, Buxoro Davlat Universiteti
1158, Buxoro muhandislik-texnologiya instituti
1159, C.D.A. College
1160, C.U. Shah University
1161, Cabarrus College of Health Sciences
1162, Cabrini University
1163, Çag Üniversitesi
1164, Cagayan State University
1165, Cairn University
1166, Cairo University
1167, Caldwell University
1168, Caleb University
1169, California Baptist University
1170, California College of the Arts
1171, California Institute of Integral Studies
1172, California Institute of Technology
1173, California Institute of the Arts
1174, California Lutheran University
1175," California Polytechnic State University, San Luis Obispo"
1176," California State Polytechnic University, Pomona"
1177, California State University Channel Islands
1178, California State University Maritime Academy
1179, California State University San Marcos
1180," California State University, Bakersfield"
1181," California State University, Chico"
1182," California State University, Dominguez Hills"
1183," California State University, East Bay"
1184," California State University, Fresno"
1185," California State University, Fullerton"
1186," California State University, Long Beach"
1187," California State University, Los Angeles"
1188," California State University, Monterey Bay"
1189," California State University, Northridge"
1190," California State University, Sacramento"
1191," California State University, San Bernardino"
1192," California State University, Stanislaus"
1193, California University of Pennsylvania
1194, California Western School of Law
1195, Calumet College of St. Joseph
1196, Calvary University
1197, Calvin University
1198, Calvin University
1199, Camarines Norte State College
1200, Camarines Sur Polytechnic Colleges
1201, Cambodia University for Specialties
1202, Cambodian Mekong University
1203, Cambridge College
1204, CamEd Business School
1205, Cameron University
1206, Campbell University
1207, Campbellsville University
1208, Campion College at the University of Regina
1209, CAMPUS 02 Fachhochschule der Wirtschaft
1210, Campus Adventiste du Salève
1211, Can Tho University
1212, Canadian Mennonite University
1213, Canadian University of Bangladesh
1214, Canadian University of Dubai
1215, Çanakkale Onsekiz Mart Üniversitesi
1216, Cangzhou Normal University
1217, Canisius College
1218, Çankaya Üniversitesi
1219, Çankiri Karatekin Üniversitesi
1220, Canterbury Christ Church University
1221, Cape Breton University
1222, Cape Coast Technical University
1223, Cape Peninsula University of Technology
1224, Capilano University
1225, Capital Medical University
1226, Capital Normal University
1227, Capital University
1228, Capital University of Economics and Business
1229, Capital University of Physical Education and Sports
1230, Capital University of Science and Technology
1231, Capitol Technology University
1232, Capitol University
1233, Capiz State University
1234, Caraga State University
1235, Cardiff Metropolitan University
1236, Cardiff University
1237, Cardinal Stritch University
1238, Career Point University
1239, Caribbean Nazarene College
1240, Caribbean University
1241, Caritas University
1242, Carl von Ossietzky Universität Oldenburg
1243, Carleton College
1244, Carleton University
1245, Carlos Albizu University
1246, Carlow College
1247, Carlow University
1248, Carnegie Mellon University
1249, Carnegie Mellon University in Qatar
1250, Carolina University
1251, Carroll College
1252, Carroll University
1253, Carson-Newman University
1254, Carthage College
1255, Casa College
1256, Case Western Reserve University
1257, Caspian State University of Technologies and Engineering
1258, Caspian University
1259, Castleton University
1260, Catanduanes State University
1261, Catawba College
1262, Catholic Institute of Business and Technology
1263, Catholic Kwandong University
1264, Catholic University College of Ghana
1265, Catholic University in Erbil
1266, Catholic University of Cameroon
1267, Catholic University of Daegu
1268, Catholic University of Daejeon
1269, Catholic University of Health and Allied Sciences
1270, Catholic University of Pusan
1271, Catholic University of Rwanda
1272, Catholic University of Zimbabwe
1273, Caucasus International University
1274, Caucasus University
1275, Cavendish University Uganda
1276, Cavendish University Zambia
1277, Cavite State University
1278, Cazenovia College
1279, CBS International Business School
1280, CCN University of Science and Technology
1281, Cebu Doctors' University
1282, Cebu Institute of Medicine
1283, Cebu Institute of Technology
1284, Cebu Normal University
1285, Cebu Technological University
1286, CECOS University
1287, Cedar Crest College
1288, Cedarville University
1289, Centar za multidisciplinarne studije u Tuzli
1290, Centenary College of Louisiana
1291, Centenary University
1292, Central Agricultural University
1293," Central America Health Sciences University, Belize Medical College"
1294, Central Baptist College
1295, Central China Normal University
1296, Central Christian College of Kansas
